fuel_purchase_id,trip_id,truck_id,driver_id,purchase_date,location_city,location_state,gallons,price_per_gallon,total_cost,fuel_card_number
FUEL00001479,TRIP00024638,TRK00060,DRV00032,"2022-11-11 17:00:00",Seattle,NV,89.7,4.987,447.33,FC720380
FUEL00001480,TRIP00066220,TRK00086,DRV00047,"2024-05-02 02:00:00",Indianapolis,WI,59.8,3.56,212.89,FC695144
FUEL00001481,TRIP00023780,TRK00103,DRV00146,"2022-10-31 22:00:00",Houston,FL,192.5,3.89,748.83,FC878090
FUEL00001482,TRIP00053178,TRK00084,DRV00070,"2023-11-16 01:00:00",Memphis,TN,104.5,4.438,463.77,FC324423
FUEL00001483,TRIP00043411,TRK00051,DRV00148,"2023-07-11 07:00:00",Columbus,MN,106.7,3.966,423.17,FC693173
FUEL00001484,TRIP00046006,TRK00054,DRV00104,"2023-08-14 12:00:00",Nashville,NE,127.8,3.913,500.08,FC628623
FUEL00001485,TRIP00051976,,DRV00088,"2023-11-01 21:00:00","Los Angeles",FL,105.6,3.502,369.81,FC529302
FUEL00001486,TRIP00002862,TRK00006,DRV00051,"2022-02-07 14:00:00",Portland,MI,128.5,3.999,513.87,FC733817
FUEL00001487,TRIP00011167,TRK00050,DRV00069,"2022-05-25 04:00:00","Los Angeles",UT,132,3.405,449.46,FC773223
FUEL00001488,TRIP00026835,TRK00035,DRV00095,"2022-12-09 12:00:00",Miami,IN,95,4.674,444.03,FC215332
FUEL00001489,TRIP00063098,TRK00041,DRV00036,"2024-03-24 10:00:00","New York",CA,144,3.654,526.18,FC471343
FUEL00001490,TRIP00066874,TRK00097,DRV00023,"2024-05-10 08:00:00",Houston,TN,152.1,3.74,568.85,FC625698
FUEL00001491,TRIP00004698,TRK00069,DRV00083,"2022-03-02 09:00:00",Detroit,AZ,124.6,3.444,429.12,FC892476
FUEL00001492,TRIP00053716,TRK00019,DRV00130,"2023-11-21 11:00:00","Los Angeles",FL,72,4.412,317.66,FC922109
FUEL00001493,TRIP00065805,TRK00062,DRV00074,"2024-04-25 06:00:00",Houston,WI,81,3.95,319.95,FC507291
FUEL00001494,TRIP00054454,TRK00052,DRV00069,"2023-12-01 00:00:00",Nashville,IN,142.5,4.19,597.08,FC423380
FUEL00001495,TRIP00057976,TRK00039,DRV00075,"2024-01-17 13:00:00","New York",MO,153,3.356,513.47,FC158546
FUEL00001496,TRIP00080587,TRK00045,DRV00071,"2024-10-31 19:00:00",Portland,AZ,51.7,3.309,171.08,FC941079
FUEL00001497,TRIP00069519,TRK00057,DRV00049,"2024-06-13 15:00:00","Las Vegas",OH,89.1,3.86,343.93,FC599327
FUEL00001498,TRIP00054202,TRK00012,DRV00024,"2023-11-30 17:00:00",Milwaukee,GA,100.1,3.463,346.65,FC710305
FUEL00001499,TRIP00075490,TRK00049,DRV00134,"2024-08-27 00:00:00",Philadelphia,TX,140.7,3.768,530.16,FC175365
FUEL00001500,TRIP00076854,TRK00096,DRV00119,"2024-09-14 00:00:00",Dallas,NV,98.7,4.037,398.45,FC440905
FUEL00001501,TRIP00001906,TRK00070,DRV00043,"2022-01-26 00:00:00",Philadelphia,MI,199.3,3.509,699.34,FC301669
FUEL00001502,TRIP00069372,TRK00002,DRV00146,"2024-06-11 19:00:00","Las Vegas",TN,170.4,3.162,538.8,FC496966
FUEL00001503,TRIP00072085,TRK00105,DRV00059,"2024-07-15 15:00:00",Nashville,CA,132.8,3.286,436.38,FC748872
FUEL00001504,TRIP00026263,TRK00007,DRV00092,"2022-12-03 18:00:00",Phoenix,NC,126.4,3.775,477.16,FC495274
FUEL00001505,TRIP00072652,TRK00039,DRV00050,"2024-07-21 12:00:00",Memphis,NE,151.8,3.575,542.69,FC589082
FUEL00001506,TRIP00065124,TRK00045,DRV00013,"2024-04-17 20:00:00",Memphis,MI,136.5,3.619,493.99,FC189691
FUEL00001507,TRIP00040019,TRK00064,DRV00022,"2023-05-29 06:00:00",Minneapolis,FL,85.1,3.768,320.66,FC236677
FUEL00001508,TRIP00085023,TRK00010,DRV00059,"2024-12-29 23:00:00","Los Angeles",NY,118.2,3.7,437.34,FC852105
FUEL00001509,TRIP00080964,TRK00030,DRV00109,"2024-11-05 09:00:00",Miami,AZ,159.2,4.032,641.89,FC306727
FUEL00001510,TRIP00010927,TRK00030,DRV00051,"2022-05-21 06:00:00",Seattle,FL,145.9,4.936,720.16,FC123188
FUEL00001511,TRIP00043993,TRK00012,DRV00026,"2023-07-20 17:00:00",Memphis,CO,134.5,3.815,513.12,FC341713
FUEL00001512,TRIP00042892,TRK00076,DRV00047,"2023-07-06 10:00:00",Columbus,MN,110,4.062,446.82,FC359595
FUEL00001513,TRIP00066249,TRK00033,DRV00129,"2024-05-02 09:00:00",Indianapolis,NV,152,3.564,541.73,FC969028
FUEL00001514,TRIP00074552,TRK00065,DRV00044,"2024-08-17 02:00:00",Columbus,NC,186.6,3.459,645.45,FC362295
FUEL00001515,TRIP00028970,TRK00054,DRV00045,"2023-01-06 21:00:00",Detroit,CO,90.1,3.848,346.7,FC952829
FUEL00001516,TRIP00083217,TRK00015,DRV00128,"2024-12-02 08:00:00",Atlanta,MN,93.4,3.353,313.17,FC124498
FUEL00001517,TRIP00040740,TRK00057,DRV00118,"2023-06-07 15:00:00",Columbus,NC,84.3,3.39,285.78,FC190262
FUEL00001518,TRIP00010478,TRK00019,DRV00010,"2022-05-15 12:00:00",Omaha,GA,126.6,4.854,614.52,FC609717
FUEL00001519,TRIP00079469,TRK00092,DRV00016,"2024-10-18 08:00:00",Omaha,TN,62.4,3.956,246.85,FC199513
FUEL00001520,TRIP00025118,TRK00115,DRV00089,"2022-11-18 11:00:00",Portland,IN,113.2,4.567,516.98,FC134614
FUEL00001521,TRIP00050627,TRK00074,DRV00126,"2023-10-15 22:00:00",Miami,OK,135.9,3.796,515.88,FC196471
FUEL00001522,TRIP00049600,TRK00078,DRV00109,"2023-09-30 12:00:00",Omaha,MO,73.1,3.754,274.42,FC410174
FUEL00001523,TRIP00016903,TRK00116,DRV00063,"2022-08-05 00:00:00",Miami,TN,130.9,3.676,481.19,FC886360
FUEL00001524,TRIP00076331,TRK00054,DRV00009,"2024-09-06 03:00:00","New York",PA,89.3,3.798,339.16,FC649860
FUEL00001525,TRIP00083542,TRK00036,DRV00142,"2024-12-07 21:00:00","Las Vegas",IL,199.8,3.945,788.21,FC427870
FUEL00001526,TRIP00022812,TRK00020,DRV00013,"2022-10-19 06:00:00","Salt Lake City",WI,83.6,4.378,366,FC971571
FUEL00001527,TRIP00044972,TRK00076,DRV00078,"2023-08-01 09:00:00",Indianapolis,OK,128.6,3.979,511.7,FC843225
FUEL00001528,TRIP00046716,TRK00085,DRV00134,"2023-08-24 18:00:00",Portland,NE,114.5,3.771,431.78,FC730034
FUEL00001529,TRIP00082153,TRK00014,DRV00098,"2024-11-20 03:00:00",Indianapolis,TN,147.5,3.414,503.56,FC182491
FUEL00001530,TRIP00030999,TRK00079,DRV00050,"2023-02-02 18:00:00",Denver,MO,190.6,4.169,794.61,FC243798
FUEL00001531,TRIP00039124,TRK00030,DRV00114,"2023-05-18 17:00:00",Seattle,PA,107.4,4.366,468.91,FC709938
FUEL00001532,TRIP00057786,TRK00041,DRV00069,"2024-01-16 01:00:00","Oklahoma City",IN,103.9,3.764,391.08,FC182280
FUEL00001533,TRIP00054941,TRK00095,DRV00025,"2023-12-09 12:00:00",Dallas,TX,60.3,3.849,232.09,FC491625
FUEL00001534,TRIP00012794,TRK00068,DRV00128,"2022-06-15 15:00:00","Oklahoma City",IN,150.7,3.595,541.77,FC418302
FUEL00001535,TRIP00049575,TRK00103,DRV00062,"2023-10-01 19:00:00",Omaha,MO,95.3,4.093,390.06,FC984931
FUEL00001536,TRIP00061061,TRK00113,DRV00070,"2024-02-26 18:00:00","Oklahoma City",TN,199.4,4.09,815.55,FC702056
FUEL00001537,TRIP00081739,TRK00116,DRV00134,"2024-11-14 07:00:00",Seattle,TX,147.9,4.019,594.41,FC166651
FUEL00001538,TRIP00049927,TRK00098,DRV00004,"2023-10-04 23:00:00",Philadelphia,MO,50.1,4.036,202.2,FC962521
FUEL00001539,TRIP00001046,TRK00033,DRV00006,"2022-01-14 13:00:00",Indianapolis,OH,127.7,3.684,470.45,FC223771
FUEL00001540,TRIP00073835,TRK00043,DRV00003,"2024-08-05 03:00:00","New York",WI,194.1,3.709,719.92,FC941451
FUEL00001541,TRIP00025069,TRK00006,DRV00047,"2022-11-16 11:00:00",Dallas,OK,182.5,4.017,733.1,FC465659
FUEL00001542,TRIP00056491,TRK00040,DRV00020,"2023-12-30 16:00:00",Chicago,NY,143.9,3.409,490.56,FC478077
FUEL00001543,TRIP00052262,TRK00049,DRV00081,"2023-11-05 11:00:00",Milwaukee,CO,183.8,4.342,798.06,FC118265
FUEL00001544,TRIP00015384,TRK00038,DRV00102,"2022-07-18 13:00:00",Atlanta,NY,107,3.904,417.73,FC154751
FUEL00001545,TRIP00063706,TRK00116,DRV00020,"2024-03-31 04:00:00",Charlotte,WA,131.5,3.597,473.01,FC816312
FUEL00001546,TRIP00018931,TRK00082,DRV00145,"2022-08-30 14:00:00",Omaha,AZ,138,4.61,636.18,FC203665
FUEL00001547,TRIP00030041,TRK00091,DRV00083,"2023-01-19 13:00:00",Detroit,TN,50,4.312,215.6,FC145017
FUEL00001548,TRIP00072717,TRK00020,DRV00124,"2024-07-23 18:00:00","Los Angeles",PA,111.1,3.17,352.19,FC269329
FUEL00001549,TRIP00008571,TRK00099,DRV00107,"2022-04-22 11:00:00",Columbus,OH,98.6,4.293,423.29,FC347459
FUEL00001550,TRIP00041336,TRK00070,DRV00132,"2023-06-15 15:00:00",Detroit,NC,183.1,3.628,664.29,FC933571
FUEL00001551,TRIP00044500,TRK00043,DRV00133,"2023-07-27 11:00:00",Miami,NY,132.1,4.209,556.01,FC243982
FUEL00001552,TRIP00022585,TRK00062,DRV00061,"2022-10-16 09:00:00",Indianapolis,NY,141.7,4.506,638.5,FC996079
FUEL00001553,TRIP00077009,TRK00059,DRV00099,"2024-09-16 05:00:00",Miami,TN,130.9,3.899,510.38,FC392360
FUEL00001554,TRIP00046450,TRK00038,DRV00107,"2023-08-19 01:00:00","Las Vegas",OR,129,4.438,572.5,FC609434
FUEL00001555,TRIP00025833,TRK00048,DRV00144,"2022-11-27 08:00:00",Denver,TN,156.9,3.845,603.28,FC472515
FUEL00001556,TRIP00084006,TRK00091,DRV00065,"2024-12-15 03:00:00",Atlanta,MN,100.4,3.314,332.73,FC927020
FUEL00001557,TRIP00040273,TRK00116,DRV00126,"2023-06-03 12:00:00","Las Vegas",TN,123.3,4.256,524.76,FC658759
FUEL00001558,TRIP00066661,TRK00112,DRV00097,"2024-05-08 13:00:00","Oklahoma City",IN,115.8,3.499,405.18,FC392213
FUEL00001559,TRIP00054484,TRK00016,DRV00063,"2023-12-03 10:00:00",Detroit,OR,92.7,4.114,381.37,FC555121
FUEL00001560,TRIP00033584,TRK00069,DRV00148,"2023-03-08 03:00:00",Miami,NV,152,3.882,590.06,FC900999
FUEL00001561,TRIP00085334,TRK00089,DRV00039,"2024-12-31 21:00:00",Portland,NV,188,4.036,758.77,FC965075
FUEL00001562,TRIP00005584,TRK00048,DRV00123,"2022-03-13 21:00:00","Oklahoma City",IN,162,4.538,735.16,FC989506
FUEL00001563,TRIP00041871,TRK00049,DRV00044,"2023-06-21 15:00:00","Oklahoma City",CA,107.3,3.871,415.36,FC656667
FUEL00001564,TRIP00000254,TRK00029,DRV00117,"2022-01-06 10:00:00","Los Angeles",AZ,172.8,3.62,625.54,FC978495
FUEL00001565,TRIP00017721,TRK00090,DRV00110,"2022-08-16 00:00:00","Oklahoma City",MO,155.2,3.918,608.07,FC494110
FUEL00001566,TRIP00078741,TRK00002,DRV00119,"2024-10-08 14:00:00",Miami,IN,181.4,4.138,750.63,FC355601
FUEL00001567,TRIP00053581,TRK00024,,"2023-11-20 22:00:00",Indianapolis,NE,105.9,3.534,374.25,FC315072
FUEL00001568,TRIP00079046,TRK00067,DRV00139,"2024-10-10 15:00:00",Omaha,WA,57.3,3.757,215.28,FC109623
FUEL00001569,TRIP00057555,TRK00035,DRV00038,"2024-01-11 23:00:00",Houston,TX,137.3,3.461,475.2,FC707698
FUEL00001570,TRIP00027822,TRK00014,DRV00053,"2022-12-21 13:00:00",Indianapolis,AZ,67.9,4.456,302.56,FC968252
FUEL00001571,TRIP00053033,TRK00040,DRV00075,"2023-11-13 00:00:00","Los Angeles",NE,150.5,3.451,519.38,FC513760
FUEL00001572,TRIP00070982,TRK00044,DRV00056,"2024-06-30 09:00:00",Dallas,OR,106.3,3.813,405.32,FC453420
FUEL00001573,TRIP00042427,TRK00084,DRV00016,"2023-06-29 19:00:00",Philadelphia,OK,53.6,3.806,204,FC428043
FUEL00001574,TRIP00063470,TRK00006,DRV00099,"2024-03-28 16:00:00","Oklahoma City",AZ,110,3.578,393.58,FC410965
FUEL00001575,TRIP00047480,TRK00025,DRV00103,"2023-09-04 08:00:00",Nashville,OH,172,3.426,589.27,FC683270
FUEL00001576,TRIP00030815,TRK00069,DRV00094,"2023-01-31 19:00:00",Houston,TN,116,3.657,424.21,FC877313
FUEL00001577,TRIP00045444,TRK00098,DRV00146,"2023-08-08 15:00:00",Denver,NV,58.7,4.44,260.63,FC234542
FUEL00001578,TRIP00057438,TRK00053,DRV00121,"2024-01-11 21:00:00",Seattle,NV,63.3,3.49,220.92,FC616791
FUEL00001579,TRIP00035717,TRK00091,DRV00114,"2023-04-02 19:00:00",Phoenix,MO,56.5,3.835,216.68,FC395189
FUEL00001580,TRIP00074392,TRK00002,DRV00011,"2024-08-14 22:00:00",Detroit,OH,66.1,3.669,242.52,FC215469
FUEL00001581,TRIP00080665,TRK00025,DRV00080,"2024-11-03 00:00:00",Portland,TN,85.5,3.684,314.98,FC183670
FUEL00001582,TRIP00042359,TRK00084,DRV00019,"2023-06-28 06:00:00","Salt Lake City",TX,123.9,3.424,424.23,FC149723
FUEL00001583,TRIP00083227,TRK00059,DRV00122,"2024-12-06 00:00:00","Los Angeles",GA,129.8,3.328,431.97,FC210321
FUEL00001584,TRIP00022599,TRK00074,DRV00110,"2022-10-18 16:00:00",Miami,TX,108.1,3.408,368.4,FC663405
FUEL00001585,TRIP00036845,TRK00011,DRV00109,"2023-04-18 14:00:00",Indianapolis,MO,64,4.071,260.54,FC837060
FUEL00001586,TRIP00017659,TRK00029,DRV00098,"2022-08-15 19:00:00",Charlotte,MO,182.1,4.932,898.12,FC909332
FUEL00001587,TRIP00062611,TRK00090,DRV00130,"2024-03-15 13:00:00","Salt Lake City",PA,82.7,3.244,268.28,FC595631
FUEL00001588,TRIP00072420,TRK00023,DRV00066,"2024-07-20 18:00:00",Minneapolis,FL,192.7,3.729,718.58,FC335309
FUEL00001589,TRIP00080729,TRK00058,DRV00043,"2024-11-03 06:00:00",Detroit,TX,54.6,4.116,224.73,FC934603
FUEL00001590,TRIP00058792,TRK00033,DRV00011,"2024-01-27 19:00:00",Milwaukee,WA,179.6,3.773,677.63,FC977058
FUEL00001591,TRIP00008212,TRK00086,DRV00013,"2022-04-16 08:00:00","Salt Lake City",TX,127.6,3.547,452.6,FC402716
FUEL00001592,TRIP00068460,TRK00112,DRV00090,"2024-05-31 05:00:00","Los Angeles",CA,113.6,3.877,440.43,FC735643
FUEL00001593,TRIP00083530,TRK00013,DRV00023,"2024-12-09 01:00:00",Omaha,CO,76.5,4.107,314.19,FC896324
FUEL00001594,TRIP00076811,TRK00009,DRV00004,"2024-09-12 15:00:00","Los Angeles",OH,82.9,3.342,277.05,FC697829
FUEL00001595,TRIP00044728,TRK00041,DRV00034,"2023-07-28 15:00:00","Los Angeles",WA,76.6,3.906,299.2,FC326297
FUEL00001596,TRIP00044168,TRK00070,DRV00010,"2023-07-21 04:00:00","Salt Lake City",CO,185.9,3.422,636.15,FC339657
FUEL00001597,TRIP00083631,TRK00053,DRV00064,"2024-12-10 10:00:00","New York",TN,187.2,3.57,668.3,FC658806
FUEL00001598,TRIP00041081,TRK00107,DRV00024,"2023-06-11 05:00:00",Indianapolis,OK,102.1,4.047,413.2,FC144334
FUEL00001599,TRIP00003551,TRK00105,DRV00058,"2022-02-14 07:00:00",Omaha,OR,50.2,4.499,225.85,FC978670
FUEL00001600,TRIP00015729,TRK00019,DRV00018,"2022-07-22 13:00:00",Omaha,OR,64.3,4.518,290.51,FC915130
FUEL00001601,TRIP00039788,TRK00001,DRV00144,"2023-05-26 20:00:00",Miami,NV,96,3.72,357.12,FC756372
FUEL00001602,TRIP00064569,TRK00106,DRV00141,"2024-04-11 18:00:00",Omaha,OH,132.4,3.664,485.11,FC900341
FUEL00001603,TRIP00080358,TRK00001,DRV00071,"2024-10-30 00:00:00",Dallas,NE,69.5,3.42,237.69,FC229788
FUEL00001604,TRIP00085215,TRK00038,DRV00097,"2024-12-29 05:00:00","Los Angeles",WI,133.8,3.988,533.59,FC582549
FUEL00001605,TRIP00037519,TRK00033,DRV00134,"2023-04-28 10:00:00","New York",IN,181.2,4.168,755.24,FC762952
FUEL00001606,TRIP00035431,TRK00107,DRV00127,"2023-03-29 05:00:00",Miami,OH,148.5,3.328,494.21,FC961067
FUEL00001607,TRIP00029121,TRK00038,DRV00112,"2023-01-07 22:00:00",Indianapolis,NE,104.1,3.379,351.75,FC822159
FUEL00001608,TRIP00047025,TRK00073,DRV00011,"2023-08-28 07:00:00",Indianapolis,NY,114,3.601,410.51,FC765868
FUEL00001609,TRIP00050714,TRK00036,DRV00119,"2023-10-14 03:00:00",Portland,TN,189.2,4.355,823.97,FC314776
FUEL00001610,TRIP00024577,TRK00065,DRV00065,"2022-11-11 23:00:00",Indianapolis,MI,133.7,4.821,644.57,FC988248
FUEL00001611,TRIP00033877,TRK00084,DRV00029,"2023-03-09 02:00:00",Denver,TX,69.4,4.206,291.9,FC756598
FUEL00001612,TRIP00040600,TRK00059,DRV00002,"2023-06-07 02:00:00","Salt Lake City",IN,50.7,4.118,208.78,FC743659
FUEL00001613,TRIP00063330,TRK00063,DRV00127,"2024-03-27 05:00:00","Los Angeles",NV,159.4,3.361,535.74,FC677872
FUEL00001614,TRIP00042831,TRK00013,DRV00087,"2023-07-06 13:00:00",Minneapolis,NC,162.4,4.033,654.96,FC728047
FUEL00001615,TRIP00034352,TRK00016,DRV00101,"2023-03-17 10:00:00",Detroit,CO,102.4,3.302,338.12,FC931554
FUEL00001616,TRIP00035650,TRK00030,DRV00020,"2023-04-01 05:00:00",Atlanta,CA,69.5,3.734,259.51,FC213964
FUEL00001617,TRIP00044628,TRK00103,DRV00060,"2023-07-27 02:00:00",Nashville,UT,131.3,4.113,540.04,FC127442
FUEL00001618,TRIP00062171,TRK00049,DRV00139,"2024-03-10 03:00:00",Houston,GA,83.4,3.758,313.42,FC541112
FUEL00001619,TRIP00026704,TRK00019,DRV00125,"2022-12-08 06:00:00",Miami,IL,128.2,4.005,513.44,FC198744
FUEL00001620,TRIP00028573,TRK00086,DRV00119,"2023-01-01 05:00:00","Los Angeles",TX,84.7,4.442,376.24,FC236194
FUEL00001621,TRIP00077862,TRK00079,DRV00114,"2024-09-27 06:00:00",Memphis,AZ,78.5,3.805,298.69,FC212120
FUEL00001622,TRIP00006111,TRK00101,DRV00013,"2022-03-20 14:00:00",Phoenix,OR,99.6,4.732,471.31,FC913356
FUEL00001623,TRIP00072020,TRK00106,DRV00004,"2024-07-13 07:00:00",Phoenix,TX,104,3.694,384.18,FC821086
FUEL00001624,TRIP00078442,TRK00015,DRV00078,"2024-10-03 07:00:00",Detroit,TN,57.2,3.981,227.71,FC455095
FUEL00001625,TRIP00015831,TRK00055,,"2022-07-24 23:00:00",Philadelphia,TX,127.7,4.41,563.16,FC968177
FUEL00001626,TRIP00011865,TRK00035,DRV00069,"2022-06-04 05:00:00","Salt Lake City",IL,199.8,4.549,908.89,FC343020
FUEL00001627,TRIP00008982,TRK00059,DRV00117,"2022-04-27 08:00:00",Columbus,CO,105.3,4.448,468.37,FC445298
FUEL00001628,TRIP00061471,TRK00068,DRV00123,"2024-03-03 00:00:00",Chicago,OH,154.5,3.661,565.62,FC455289
FUEL00001629,TRIP00006543,TRK00114,DRV00038,"2022-03-26 02:00:00",Detroit,OK,114.3,4.272,488.29,FC962300
FUEL00001630,TRIP00007982,TRK00045,DRV00028,"2022-04-14 16:00:00",Charlotte,MN,56.5,4.302,243.06,FC317474
FUEL00001631,TRIP00014239,TRK00060,DRV00014,"2022-07-01 04:00:00",Charlotte,TX,167.3,4.401,736.29,FC940945
FUEL00001632,TRIP00000641,TRK00060,DRV00087,"2022-01-09 13:00:00",Omaha,TX,61.4,4.086,250.88,FC396770
FUEL00001633,TRIP00074528,TRK00012,DRV00064,"2024-08-16 03:00:00","Los Angeles",MO,175.1,3.426,599.89,FC661612
FUEL00001634,TRIP00059701,TRK00099,DRV00004,"2024-02-08 13:00:00","New York",PA,111.8,3.644,407.4,FC233046
FUEL00001635,TRIP00037549,TRK00040,DRV00143,"2023-04-26 03:00:00","Las Vegas",MN,176.2,4.417,778.28,FC758364
FUEL00001636,TRIP00074106,TRK00044,DRV00022,"2024-08-10 00:00:00","Las Vegas",IL,104.5,3.268,341.51,FC391197
FUEL00001637,TRIP00084081,TRK00029,DRV00004,"2024-12-15 04:00:00","Salt Lake City",IL,175.2,3.718,651.39,FC903504
FUEL00001638,TRIP00067360,TRK00036,DRV00095,"2024-05-15 08:00:00",Columbus,OR,188.1,3.59,675.28,FC822724
FUEL00001639,TRIP00000253,TRK00098,DRV00114,"2022-01-04 09:00:00","Los Angeles",UT,63.1,4.01,253.03,FC408574
FUEL00001640,TRIP00020717,TRK00053,DRV00060,"2022-09-24 16:00:00",Nashville,CA,94.5,3.511,331.79,FC582069
FUEL00001641,TRIP00044079,TRK00089,DRV00150,"2023-07-20 13:00:00","Los Angeles",FL,196.9,3.33,655.68,FC225751
FUEL00001642,TRIP00043127,TRK00016,DRV00088,"2023-07-11 00:00:00","Los Angeles",FL,62.6,4.303,269.37,FC371706
FUEL00001643,TRIP00003009,TRK00060,DRV00089,"2022-02-08 13:00:00","Kansas City",CA,58.4,3.899,227.7,FC334054
FUEL00001644,TRIP00047735,TRK00024,DRV00033,"2023-09-06 17:00:00","Oklahoma City",NC,89.6,3.998,358.22,FC943130
FUEL00001645,TRIP00007895,TRK00020,DRV00075,"2022-04-14 21:00:00",Houston,TN,169.7,4.773,809.98,FC315267
FUEL00001646,TRIP00038346,TRK00011,DRV00028,"2023-05-09 00:00:00","Oklahoma City",MI,148.1,3.66,542.05,FC138829
FUEL00001647,TRIP00041595,TRK00012,DRV00109,"2023-06-20 06:00:00","Oklahoma City",CO,196,3.562,698.15,FC344548
FUEL00001648,TRIP00000735,TRK00049,DRV00009,"2022-01-12 06:00:00",Portland,TN,107.3,4.559,489.18,FC729794
FUEL00001649,TRIP00063376,TRK00114,DRV00114,"2024-03-27 17:00:00","Salt Lake City",NC,84.9,3.581,304.03,FC856972
FUEL00001650,TRIP00004042,TRK00004,DRV00017,"2022-02-21 19:00:00",Chicago,MO,150.3,3.689,554.46,FC713206
FUEL00001651,TRIP00040056,TRK00106,DRV00081,"2023-05-29 05:00:00",Chicago,PA,179.2,3.258,583.83,FC166754
FUEL00001652,TRIP00067040,TRK00023,DRV00119,"2024-05-13 11:00:00",Nashville,NV,138.6,3.897,540.12,FC562664
FUEL00001653,TRIP00046952,TRK00045,DRV00100,"2023-08-27 06:00:00",Omaha,UT,97.4,3.942,383.95,FC988660
FUEL00001654,TRIP00073811,TRK00116,DRV00089,"2024-08-05 02:00:00","New York",IL,115.2,4.125,475.2,FC487925
FUEL00001655,TRIP00058619,TRK00114,DRV00079,"2024-01-26 17:00:00",Seattle,NC,115.2,3.614,416.33,FC271913
FUEL00001656,TRIP00056901,TRK00072,DRV00144,"2024-01-04 11:00:00",Seattle,CA,71.7,3.716,266.44,FC922139
FUEL00001657,TRIP00038743,TRK00011,DRV00062,"2023-05-13 02:00:00",Miami,TX,166.9,4.436,740.37,FC471895
FUEL00001658,TRIP00021860,TRK00019,DRV00035,"2022-10-07 19:00:00",Minneapolis,PA,186,4.586,853,FC674894
FUEL00001659,TRIP00074394,TRK00044,DRV00105,"2024-08-13 05:00:00",Nashville,OR,72.5,3.365,243.96,FC976952
FUEL00001660,TRIP00002134,TRK00058,DRV00138,"2022-01-28 05:00:00","Las Vegas",NV,72.1,4.04,291.28,FC901816
FUEL00001661,TRIP00059892,TRK00115,DRV00133,"2024-02-12 04:00:00","New York",TX,157.1,4.1,644.11,FC433137
FUEL00001662,TRIP00026251,TRK00113,DRV00059,"2022-12-03 15:00:00",Memphis,WI,113.2,3.932,445.1,FC684437
FUEL00001663,TRIP00048654,TRK00031,DRV00014,"2023-09-17 11:00:00",Detroit,GA,192,3.969,762.05,FC978285
FUEL00001664,TRIP00022548,TRK00015,DRV00033,"2022-10-16 10:00:00",Minneapolis,TX,86.5,4.291,371.17,FC374589
FUEL00001665,TRIP00003313,TRK00020,DRV00017,"2022-02-12 07:00:00","Las Vegas",OK,79.2,4.608,364.95,FC881517
FUEL00001666,TRIP00065337,TRK00024,DRV00082,"2024-04-19 14:00:00",Atlanta,WI,188.4,3.315,624.55,FC465782
FUEL00001667,TRIP00069672,TRK00071,DRV00047,"2024-06-13 03:00:00",Denver,UT,53.6,3.278,175.7,FC904993
FUEL00001668,TRIP00044579,TRK00009,,"2023-07-26 08:00:00","Las Vegas",MI,164.8,3.258,536.92,FC840472
FUEL00001669,TRIP00046609,TRK00023,DRV00012,"2023-08-23 10:00:00",Chicago,NE,156.7,3.557,557.38,FC490801
FUEL00001670,TRIP00056515,TRK00078,DRV00077,"2023-12-29 11:00:00",Chicago,MI,154.4,3.451,532.83,FC392231
FUEL00001671,TRIP00008348,TRK00011,DRV00059,"2022-04-17 00:00:00","Kansas City",WA,102.9,3.417,351.61,FC842877
FUEL00001672,TRIP00028159,TRK00093,DRV00017,"2022-12-27 18:00:00",Dallas,NC,61.8,4.195,259.25,FC333960
FUEL00001673,TRIP00034631,TRK00057,DRV00089,"2023-03-22 18:00:00",Charlotte,CO,107,3.669,392.58,FC237291
FUEL00001674,TRIP00044355,TRK00069,DRV00129,"2023-07-25 18:00:00",Milwaukee,IL,160.9,3.518,566.05,FC788960
FUEL00001675,TRIP00047229,TRK00026,DRV00074,"2023-08-30 00:00:00","Oklahoma City",IL,95.9,3.334,319.73,FC837988
FUEL00001676,TRIP00049614,TRK00010,DRV00089,"2023-10-02 07:00:00",Memphis,TX,140.1,3.418,478.86,FC178316
FUEL00001677,TRIP00030616,TRK00052,DRV00108,"2023-01-28 16:00:00",Philadelphia,NC,112.5,3.602,405.22,FC345933
FUEL00001678,TRIP00065118,TRK00020,DRV00018,"2024-04-18 16:00:00","Kansas City",IN,165.6,3.598,595.83,FC884332
FUEL00001679,TRIP00011873,TRK00019,DRV00105,"2022-06-04 17:00:00","Salt Lake City",WI,119.9,4.202,503.82,FC483842
FUEL00001680,TRIP00052722,TRK00023,DRV00120,"2023-11-11 03:00:00",Dallas,CA,132.8,3.87,513.94,FC136431
FUEL00001681,TRIP00042079,TRK00060,DRV00095,"2023-06-24 20:00:00",Memphis,TN,146.9,3.794,557.34,FC849882
FUEL00001682,TRIP00061698,TRK00040,DRV00088,"2024-03-06 19:00:00",Atlanta,MN,57.4,3.417,196.14,FC544574
FUEL00001683,TRIP00008373,TRK00103,,"2022-04-18 19:00:00",Memphis,OH,160.5,3.701,594.01,FC384623
FUEL00001684,TRIP00001914,TRK00106,DRV00033,"2022-01-26 03:00:00",Dallas,NY,72.3,3.514,254.06,FC588069
